字母開頭,字彙,詞類,中文,級數
c,crew,noun,全體工作人員,中級
c,cricket,noun,蟋蟀；板球,中級
c,criminal,adj./noun,犯罪的；罪犯,中級
c,cripple,noun,[冒犯]殘障人士、瘸子、跛子,中級
c,cripple,verb,使跛腳、使受傷致殘；嚴重損害,中級
c,crisp,adj.,易碎的；酥脆的；涼爽的,中級
c,crispy,adj.,酥脆的,中級
c,critic,noun,評論家,中級
c,critical,adj.,批評的；至關重要的,中級
c,criticism,noun,批評、評論,中級
c,criticize,verb,批評、評論,中級
c,crop,noun,農作物,中級
c,crop,verb,剪裁、剪短,中級
c,crossroad,noun,交叉路口、十字路口,中級
c,crow,noun,烏鴉,中級
c,crow,verb,啼叫,中級
c,crown,noun/verb,皇冠；加冕,中級
c,cruelty,noun,殘酷,中級
c,crush,verb,壓扁、壓碎,中級
c,crush,noun,迷戀,中級
c,crutch,noun,柺杖,中級
c,crystal,noun/adj.,水晶、結晶；水晶的、清澈的,中級
c,cub,noun,(熊、獅、虎、狼等)幼獸,中級
c,cucumber,noun,黃瓜,中級
c,cue,noun/verb,(給)暗示、提示,中級
c,cultivate,verb,耕作、培養,中級
c,cultural,adj.,文化的,中級
c,cunning,adj.,狡猾的,中級
c,cupboard,noun,櫥櫃,中級
c,curiosity,noun,好奇心,中級
c,curl,verb/noun,使捲曲；捲髮、捲曲物,中級
c,curse,noun/verb,詛咒、咒罵,中級
c,cushion,noun,軟墊,中級
c,cushion,verb,緩衝,中級
c,customs,noun,海關,中級
c,cycle,noun,循環,中級
c,cycle,verb,騎自行車,中級
c,cyclist,noun,騎自行車者,中級
d,dairy,noun,乳製品,中級
d,dam,noun/verb,水壩；築壩,中級
d,damn,interj./verb/noun,咒罵(該死)；批評；絲毫,中級
d,damp,adj./noun/verb,潮濕的；濕氣；弄濕,中級
d,dancer,noun,舞者,中級
d,dare,verb/verb(aux.),膽敢,中級
d,darling,noun/adj.,親愛的,中級
d,dash,verb,飛奔；猛擊,中級
d,dash,noun,飛奔；短跑比賽；破折號,中級
d,daylight,noun,日光,中級
d,deadline,noun,截止期限,中級
d,decade,noun,十年,中級
d,decay,verb/noun,腐爛、衰敗,中級
d,deceive,verb,欺騙,中級
d,deck,noun,甲板、(船或巴士的)層,中級
d,declaration,noun,宣言、聲明、申報,中級
d,declare,verb,宣言、聲明、申報,中級
d,decline,verb,減少、衰退；婉拒,中級
d,decoration,noun,裝飾品,中級
d,deed,noun,行為、舉止,中級
d,defeat,noun/verb,失敗；擊敗,中級
d,defend,verb,防守、保衛、辯護,中級
d,defense,noun,防守、保衛、辯護=defence(BritishEnglish),中級
d,defensive,adj.,防守的、防禦性的,中級
d,deficit,noun,赤字、虧損,中級
d,define,verb,下定義、規定,中級
d,definite,adj.,肯定的,中級
d,definition,noun,定義,中級
d,delegate,noun/verb,代表；授權、委託,中級
d,delete,verb,刪除,中級
d,delicate,adj.,易碎的、纖弱的,中級
d,delight,noun/verb,愉快；使愉快,中級
d,delightful,adj.,令人快樂的,中級
d,delivery,noun,運送,中級
d,demand,noun/verb,需求、要求,中級
d,demanding,adj.,高要求的、費時費力的,中級
d,democrat,noun,民主主義者大寫為民主黨黨員,中級
d,demonstrate,verb,證明、示範；遊行示威,中級
d,demonstration,noun,證明、示範；遊行示威,中級
d,dense,adj.,稠密的,中級
d,depart,verb,啟程、離開,中級
d,departure,noun,啟程、離開,中級
d,dependable,adj.,可信賴的、可靠的,中級
d,dependent,adj.,依賴的、取決於,中級
d,dependent,noun,受扶養者=dependant,中級
d,deposit,noun,訂金、存款,中級
d,deposit,verb,放置、付訂金、存錢,中級
d,depress,verb,使沮喪,中級
d,depression,noun,沮喪、憂鬱症；蕭條、不景氣,中級
d,depth,noun,深度,中級
d,deputy,noun,副手、代理人,中級
d,description,noun,描述,中級
d,deserve,verb,值得、應得,中級
d,designer,noun,設計師,中級
d,desirable,adj.,令人嚮往的,中級
d,despair,noun/verb,絕望,中級
d,desperate,adj.,絕望的、極渴望的、不顧一切的,中級
d,despite,prep.,儘管,中級
d,destination,noun,目的地,中級
d,destroy,verb,摧毀、破壞,中級
d,destruction,noun,摧毀、破壞,中級
d,destructive,adj.,破壞性的,中級
d,detail,noun/verb,細節；詳述,中級
d,detailed,adj.,詳細的,中級
d,detect,verb,發現、查出,中級
d,detective,noun/adj.,偵探、警探；偵探的,中級
d,detergent,noun/adj,洗衣粉、清潔劑,中級
d,determination,noun,決心,中級
d,development,noun,發展、開發,中級
d,device,noun,裝置、設備,中級
d,devil,noun,惡魔,中級
d,devise,verb,發明、想出,中級
d,devote,verb,致力、用於,中級
d,devoted,adj.,摯愛的、忠誠的、專心致志的,中級
d,devotion,noun,摯愛、忠誠、奉獻,中級
d,dialect,noun,方言,中級
d,dialog,noun,對話=dialogue(BritishEnglish),中級
d,dictate,verb,口述、命令、支配,中級
d,dictation,noun,口述、聽寫,中級
d,differ,verb,不同,中級
d,digest,verb,消化、領悟,中級
d,digest,noun,文摘、摘要,中級
d,digestion,noun,消化,中級
d,digit,noun,數字、位數,中級
d,digital,adj.,數位的,中級
d,dignity,noun,尊嚴、莊重,中級
d,diligence,noun,勤奮、用功,中級
d,dim,adj./verb,暗淡的、模糊的；使變暗,中級
d,dime,noun,十分錢,中級
d,dine,verb,用餐,中級
d,dip,verb/noun,浸泡、蘸,中級
d,diploma,noun,學位證書、文憑,中級
d,dirt,noun,塵土,中級
d,disabled,adj.,有殘疾的,中級
d,disadvantage,noun/verb,缺點、不利；使處於不利地位,中級
d,disadvantaged,adj.,弱勢的、貧困的,中級
d,disagree,verb,不同意,中級
d,disappoint,verb,使失望,中級
d,disappointment,noun,失望、沮喪,中級
d,disapproval,noun,不贊成、反對,中級
d,disapprove,verb,不贊成、反對,中級
d,disaster,noun,災難,中級
d,discard,verb/noun,丟棄；被拋棄的人或物,中級
d,discipline,noun,紀律、訓練,中級
d,discipline,verb,(使有)紀律、訓練、懲戒,中級
d,disconnect,verb,切斷、使分離,中級
d,discount,noun/verb,折扣；打折、排除,中級
d,discourage,verb,使灰心、阻止,中級
d,discovery,noun,發現,中級
d,disease,noun,疾病,中級
d,disguise,noun/verb,偽裝、掩飾,中級
d,disgust,verb/noun,厭惡、反感,中級
d,disk,noun,磁碟、光碟、圓盤=disc(BritishEnglish),中級
d,dislike,verb/noun,不喜歡,中級
d,dismiss,verb,解散、解雇、不考慮,中級
d,disorder,noun,障礙、失調；騷動,中級
d,display,verb/noun,陳列、展示,中級
d,dispute,verb/noun,爭論、爭執,中級
d,dissatisfaction,noun,不滿,中級
d,dissolve,verb,溶解；解散、解除,中級
d,distant,adj.,遙遠的、冷漠的,中級
d,distinct,adj.,不同的、明顯的,中級
d,distinction,noun,差別；優秀,中級
d,distinguish,verb,區分、顯出特色,中級
d,distinguished,adj.,卓越的、著名的,中級
d,distribute,verb,分配、發送,中級
d,distribution,noun,分配、發送,中級
d,district,noun,地區、行政區,中級
d,distrust,verb/noun,不信任,中級
d,disturb,verb,打擾、妨礙,中級
d,disturbance,noun,干擾、騷動,中級
d,ditch,noun,水溝,中級
d,ditch,verb,丟棄,中級
d,dive,verb/noun,跳水、潛水,中級
d,divine,adj.,神的、神聖的、絕妙的,中級
d,divorce,noun/verb,離婚,中級
d,dock,noun/verb,碼頭；停靠碼頭,中級
d,domestic,adj.,家庭的；國內的,中級
d,dominant,adj.,主要的、佔優勢的,中級
d,dominate,verb,支配、統治、佔首要地位,中級
d,donate,verb,捐贈,中級
d,dormitory,noun,宿舍=dorm,中級
d,dose,noun,一劑,中級
d,doubtful,adj.,懷疑的、不確定的、不太可能的,中級
d,dove,noun,鴿子,中級
d,downward,adv.,向下,中級
d,doze,verb/noun,打瞌睡、小睡,中級
d,draft,noun,草稿,中級
d,draft,verb,起草、草擬；徵召入伍、徵募,中級
d,drag,verb,拖、拉,中級
d,drag,noun,令人厭煩的事,中級
d,dragonfly,noun,蜻蜓,中級
d,drain,verb/noun,排出液體；排水管,中級
d,dramatic,adj.,戲劇(性)的,中級
d,dread,noun/verb,擔心、懼怕,中級
d,dreadful,adj.,可怕的、糟糕的,中級
d,dressed,adj.,穿好衣服的、打扮好的,中級
d,drift,verb/noun,漂流、漂泊,中級
d,drill,noun/verb,鑽(頭)、鑽孔；演習、訓練、反覆練習,中級
d,drip,verb/noun,滴下；水滴、滴水聲,中級
d,drought,noun,乾旱,中級
d,drown,verb,溺死、淹沒,中級
d,drowsy,adj.,昏昏欲睡的,中級
d,drunk,adj./noun,酒醉的；醉漢,中級
d,duckling,noun,小鴨,中級
d,due,adj.,到期的、預計的,中級
d,dull,adj.,枯燥乏味的、沒有光澤的,中級
d,dump,verb/noun,傾倒、拋棄；垃圾場,中級
d,durable,adj.,耐用的、持久的,中級
d,duration,noun,持續期間,中級
d,dusk,noun,黃昏,中級
d,dust,noun/verb,灰塵、塵土；擦去灰塵,中級
d,dusty,adj.,佈滿灰塵的,中級
d,dye,noun/verb,染料；染色,中級
d,dynamic,adj.,有活力的、不斷變化的,中級
d,dynasty,noun,朝代,中級
e,eager,adj.,熱切的、渴望的,中級
e,earnest,adj./noun,認真的、誠摯的；認真、誠摯,中級
e,earnings,noun,薪水、收入,中級
e,earring,noun,耳環,中級
e,earthquake,noun,地震,中級
e,ease,verb/noun,減輕、緩和；輕易,中級
e,echo,noun/verb,回聲、共鳴；產生回聲、迴響,中級
e,economic,adj.,經濟的,中級
e,economical,adj.,經濟實惠的、節約的,中級
e,economics,noun,經濟學,中級
e,economist,noun,經濟學家,中級
e,economy,noun,經濟,中級
e,edible,adj.,可食用的,中級
e,edit,verb,編輯,中級
e,edition,noun,版本,中級
e,editor,noun,編輯,中級
e,editorial,adj./noun,編輯的；社論、評論,中級
e,educate,verb,教育,中級
e,educational,adj.,教育的,中級
e,efficiency,noun,效率,中級
e,efficient,adj.,有效率的,中級
e,elaborate,adj./verb,詳盡的、精美的；詳盡闡述,中級
e,elastic,adj.,有彈性的,中級
e,elbow,noun/verb,手肘；用肘推,中級
e,elderly,adj.,年長的,中級
e,electrical,adj.,電的,中級
e,electrician,noun,電工,中級
e,electricity,noun,電力,中級
e,electronic,adj.,電子的,中級
e,electronics,noun,電子學、電子儀器,中級
e,elegant,adj.,優雅的,中級
e,elementary,adj.,初級的、基礎的,中級
e,elevator,noun,電梯,中級
e,eliminate,verb,排除、淘汰,中級
e,elsewhere,adv.,(到)別處,中級
e,embassy,noun,大使館,中級
e,emerge,verb,浮現、顯露,中級
e,emergency,noun,緊急、突發狀況,中級
e,emotional,adj.,感情的、激起情感的,中級
e,emperor,noun,皇帝,中級
e,emphasis,noun,強調、重點,中級
e,empire,noun,帝國,中級
e,employee,noun,雇員、員工,中級
e,employer,noun,雇主、老闆,中級
e,employment,noun,工作、就業,中級
e,enable,verb,使能夠,中級
e,enclose,verb,圍住；(隨信)附上,中級
e,encounter,verb/noun,遭遇、遇到；偶遇,中級
e,encouragement,noun,鼓勵,中級
e,endanger,verb,危害、危及,中級
e,ending,noun,結局,中級
e,endurance,noun,耐久力,中級
e,endure,verb,忍耐、持久,中級
e,energetic,adj.,有活力的,中級
e,enforce,verb,實施、執行、強迫,中級
e,engage,verb,吸引(注意力)、從事、忙於；訂婚,中級
e,engineering,noun,工程學,中級
e,enhance,verb,提高、增進,中級
e,enjoyable,adj.,令人愉快的,中級
e,enjoyment,noun,愉快、享受,中級
e,enlarge,verb,擴展、放大,中級
e,enlargement,noun,擴展、放大,中級
e,enormous,adj.,龐大的,中級
e,enroll,verb,註冊、登記=enrol(BritishEnglish),中級
e,ensure,verb,保證、確保,中級
e,enterprise,noun,企業、事業,中級
e,entertain,verb,娛樂、款待,中級
e,entertainer,noun,藝人、表演者,中級
e,entertainment,noun,娛樂(活動),中級
e,enthusiasm,noun,熱忱,中級
e,enthusiastic,adj.,有熱忱的,中級
e,entitle,verb,使有資格、權利；命名,中級
e,entry,noun,進入、入口；條目,中級
e,envious,adj.,羨慕的、嫉妒的,中級
e,environmental,adj.,環境的,中級
e,equality,noun,平等,中級
e,equip,verb,裝備、配備；使有能力,中級
e,equipment,noun,設備、器材,中級
e,equivalent,adj./noun,相等的；相等物,中級
e,era,noun,年代,中級
e,erase,verb,消除、擦掉,中級
e,erect,verb,建造、豎立,中級
e,errand,noun,差事、跑腿,中級
e,escalator,noun,電扶梯,中級
e,escape,verb/noun,逃脫、退出,中級
e,essay,noun,論說文、文章,中級
e,essential,adj.,不可或缺的、本質的,中級
e,essentially,adv.,本質上、基本上,中級
e,establish,verb,建立,中級
e,estate,noun,地產、資產、莊園,中級
e,estimate,verb/noun,估計、估算,中級
e,etc.,adv.,等等=etcetera,中級
e,evaluate,verb,評估、評價,中級
e,even,adj.,平坦的、均等的,中級
e,eventual,adj.,最終的,中級
e,everyday,adj.,每天的、日常的,中級
e,evidence,noun/verb,證據；作為證據、證明,中級
e,evident,adj.,顯而易見的,中級
e,evolution,noun,演化、演變,中級
e,evolve,verb,演化、演變,中級
e,exactly,adv.,準確地、完全、確實如此,中級
e,exaggerate,verb,誇張、誇大,中級
e,examination,noun,考試；檢查、審查、調查,中級
e,examiner,noun,考官,中級
e,excellence,noun,卓越,中級
e,exception,noun,例外,中級
e,exceptional,adj.,卓越的、非比尋常的,中級
e,exchange,noun/verb,交換、兌換,中級
e,excitement,noun,興奮,中級
e,exclaim,verb,驚呼、大聲叫嚷,中級
e,excursion,noun,遠足、短途旅行,中級
e,executive,noun,高層主管、執行委員會,中級
e,executive,adj.,執行的、行政的,中級
e,exhaust,verb,使精疲力盡、用光,中級
e,exhaust,noun,廢氣,中級
e,exhibit,verb,展覽；表現出,中級
e,exhibit,noun,展覽(品),中級
e,exhibition,noun,展覽；表現,中級
e,existence,noun,存在,中級
e,expand,verb,擴展、擴大,中級
e,expansion,noun,擴展、擴大,中級
e,expectation,noun,期望,中級
e,expense,noun,費用、開銷,中級
e,experiment,noun/verb,實驗、試驗,中級
e,experimental,adj.,實驗性的,中級
e,explanation,noun,解釋,中級
e,explode,verb,爆炸,中級
e,exploit,verb,剝削、利用、開採,中級
e,explore,verb,探索,中級
e,explorer,noun,探險者,中級
e,explosion,noun,爆炸,中級
e,explosive,adj./noun,易爆的、爆炸性的；爆炸物,中級
e,expose,verb,暴露、揭露,中級
e,exposure,noun,暴露、揭露；曝光、宣傳,中級
e,expression,noun,表達；表情；措詞,中級
e,extend,verb,擴大、延長,中級
e,extension,noun,延長、擴大、延伸；電話分機,中級
e,extensive,adj.,廣闊的、廣泛的,中級
e,extent,noun,程度、範圍,中級
e,extinct,adj.,絕種的,中級
e,extraordinary,adj.,非凡的、異常的,中級
e,extreme,adj./noun,極度的、極端的；極端,中級
e,eyebrow,noun,眉毛,中級
e,eyesight,noun,視力,中級
f,fable,noun,寓言,中級
f,facial,adj.,臉部的,中級
f,facility,noun,設施、設備,中級
f,factor,noun,因素,中級
f,fade,verb,變淡、逐漸消失,中級
f,faint,adj.,微弱的；昏眩的,中級
f,faint,verb/noun,昏倒,中級
f,fairly,adv.,相當地、公正地,中級
f,fairy,noun/adj.,仙子、小精靈,中級
f,faith,noun,信心、信仰,中級
f,faithful,adj.,忠誠的、如實的,中級
f,fake,adj./noun/verb,假的、偽造的；假貨；偽造、佯裝,中級
f,fame,noun,名氣,中級
f,familiar,adj.,熟悉的,中級
f,fantasy,noun,幻想、想像、奇幻文學,中級
f,fare,noun,(交通工具)費,中級
f,farewell,noun/adj.,告別；告別的,中級
f,farming,noun,農業、畜牧業、養殖業,中級
f,fascinate,verb,迷住,中級
f,fasten,verb,扣緊、使牢固,中級
f,fatal,adj.,致命的、災難性的,中級
f,fate,noun,命運,中級
f,faulty,adj.,有缺陷的,中級
f,favorable,adj.,贊同的、有利的,中級
f,fax,noun/verb,傳真(機),中級
f,feast,noun/verb,盛宴,中級
f,feather,noun,羽毛,中級
f,feature,noun/verb,特色；以…為特色,中級
f,federal,adj.,聯邦政府的,中級
f,feedback,noun,回饋,中級
f,ferry,noun/verb,渡輪；運送,中級
f,fertile,adj.,肥沃的、豐富的；可生育的,中級
f,fertilizer,noun,肥料,中級
f,fetch,verb,拿來、取物、接,中級
f,fetch,noun,(跟狗玩的)丟接遊戲,中級
f,fiction,noun,小說、虛構的事,中級
f,fierce,adj.,激烈的、兇猛的,中級
f,fighter,noun,戰士、打者；戰鬥機,中級
f,file,noun,檔案,中級
f,file,verb,把(文件)歸檔；提出(訴訟、申請等),中級
f,finance,noun/verb,金融、財政；(提供)資金,中級
f,financial,adj.,財務的、金融的,中級
f,fireplace,noun,壁爐,中級
f,firework,noun,煙火,中級
f,fist,noun/verb,拳頭;握拳、拳打,中級
f,fit,noun,一陣；(病)發作,中級
f,flame,noun/verb,火焰；燃燒,中級
f,flash,noun/verb,閃光、(想法)掠過,中級
f,flatter,verb,奉承,中級
f,flavor,noun/verb,味道；調味=flavour(BritishEnglish),中級
f,flea,noun,跳蚤,中級
f,flee,verb,逃離,中級
f,flesh,noun,肉,中級
f,flexible,adj.,有彈性的,中級
f,float,verb/noun,漂浮、飄動；浮板,中級
f,flock,noun/verb,(羊或鳥)群、人群；聚集,中級
f,flood,noun/verb,水災；淹水、氾濫,中級
f,flooding,noun,水災,中級
f,fluent,adj.,流利的,中級
f,flush,verb/noun,臉紅；沖馬桶,中級
f,foam,noun/verb,泡沫；起泡沫,中級
f,foggy,adj.,多霧的,中級
f,fold,verb/noun,摺疊；褶(痕),中級
f,folk,noun/adj.,人們；民俗的、民間的,中級
f,follower,noun,追隨者,中級
f,fond,adj.,喜歡的,中級
f,forbid,verb,禁止、阻止,中級
f,forecast,noun/verb,預報；預測,中級
f,forehead,noun,額頭=brow(BritishEnglish),中級
f,foresee,verb,預見,中級
f,forever,adv.,永遠,中級
f,forgetful,adj.,健忘的,中級
f,formation,noun,組成,中級
f,formula,noun,公式、方程式,中級
f,fort,noun,要塞、堡壘,中級
f,forth,adv.,向前,中級
f,fortunate,adj.,幸運的,中級
f,fortune,noun,運氣、命運；財富,中級
f,found,verb,創辦、建立,中級
f,foundation,noun,創辦；基礎；基金會,中級
f,founder,noun,創辦者、建立者,中級
f,fountain,noun,噴泉、噴水池,中級
f,fragrance,noun,香味、香水,中級
f,frame,verb/noun,裝框、構想；架構、框架,中級
f,freeway,noun,高速公路=motorway(BritishEnglish),中級
f,freeze,verb,結冰、冷凍；呆住、不動,中級
f,freezing,adj.,極冷的、冰凍的,中級
f,frequency,noun,頻繁、頻率,中級
f,frequent,adj./verb,頻繁的；常去(某處),中級
f,freshman,noun,(高中或大學)一年級新生,中級
f,fridge,noun,冰箱=refrigerator,中級
f,fright,noun,驚嚇、恐怖,中級
f,frost,noun/verb,霜、嚴寒；結霜,中級
f,frosty,adj.,結霜的、嚴寒的,中級
f,frown,verb/noun,皺眉、表示不滿；皺眉、不悅之色,中級
f,frozen,adj.,冷凍的,中級
f,frustrate,verb,挫敗、使灰心,中級
f,fuel,noun/verb,燃料、提供燃料；刺激因素、刺激,中級
f,fulfill,verb,實現、履行=fulfil(BritishEnglish),中級
f,full-time,adj./adv.,全職的(地)、全日的(地),中級
f,fully,adv.,完全地、充分地,中級
f,functional,adj.,實用的、功能的,中級
f,fund,noun/verb,資金、基金；資助,中級
f,fundamental,adj.,根本的、基礎的,中級
f,funeral,noun,葬禮,中級
f,fur,noun,毛(皮),中級
f,furious,adj.,盛怒的,中級
f,furnish,verb,配備傢俱,中級
f,furthermore,adv.,而且、此外,中級
g,gallery,noun,畫廊、展覽館,中級
g,gallon,noun,加侖,中級
g,gamble,verb/noun,賭博、打賭,中級
g,gambler,noun,賭徒,中級
g,gang,noun/verb,幫派、一夥(朋友)；結夥,中級
g,gangster,noun,歹徒、流氓,中級
g,gap,noun,缺口、縫隙、差距,中級
g,gardener,noun,園丁,中級
g,garlic,noun,大蒜,中級
g,gay,adj.,同性戀的、愉快的,中級
g,gaze,verb/noun,凝視、注視,中級
g,gear,noun,(汽車)排檔、齒輪；裝備、用具,中級
g,gear,verb,使適合,中級
g,gene,noun,基因,中級
g,generosity,noun,慷慨、大方,中級
g,genuine,adj.,真的、真誠的,中級
g,germ,noun,微生物、細菌,中級
g,gifted,adj.,有天賦的,中級
g,gigantic,adj.,巨大的,中級
g,giggle,verb/noun,咯咯笑,中級
g,ginger,noun,薑,中級
g,giraffe,noun,長頸鹿,中級
g,girlfriend,noun,女朋友,中級
g,glance,verb/noun,瞥一眼、瀏覽,中級
g,glide,verb/noun,滑行、滑動,中級
g,glimpse,noun/verb,一瞥；瞥見,中級
g,global,adj.,全球的,中級
g,globe,noun,地球、世界、地球儀,中級
g,glorious,adj.,榮耀的、壯麗的,中級
g,glory,noun,光榮、壯麗,中級
g,glow,verb/noun,發光、容光煥發,中級
g,goddess,noun,女神,中級
g,goodness,noun,善良、美德,中級
g,goods,noun,商品,中級
g,gossip,noun/verb,流言蜚語；說閒話,中級
g,govern,verb,統治、控制,中級
g,governor,noun,州長、總督,中級
g,gown,noun,禮服、長袍,中級
g,grab,verb/noun,抓住、攫取,中級
g,grace,noun/verb,優雅、(神)恩典；增光,中級
g,graceful,adj.,優雅的,中級
g,gracious,adj.,親切的、慈祥的,中級
g,grade,verb,評分、分等級,中級
g,gradual,adj.,逐漸的,中級
g,graduate,noun/verb,畢業生；畢業,中級
g,graduation,noun,畢業,中級
g,grain,noun,穀物,中級
g,grammar,noun,文法,中級
g,grandchild,noun,孫子、孫女,中級
g,grandparent,noun,祖父母,中級
g,grant,verb,准予、同意,中級
g,grant,noun,補助金,中級
g,grapefruit,noun,葡萄柚,中級
g,grasp,verb/noun,緊握；理解,中級
g,grateful,adj.,感激的,中級
g,gratitude,noun,感謝,中級
g,grave,noun,墳墓,中級
g,grave,adj.,嚴肅的、嚴重的,中級
g,gravity,noun,重力、地心引力,中級
g,greasy,adj.,油膩的,中級
g,greatly,adv.,非常、大大地,中級
g,greenhouse,noun,溫室,中級
g,greeting,noun,問候、招呼,中級
g,grief,noun,悲痛,中級
g,grieve,verb,使悲傷、哀悼,中級
g,grin,verb/noun,露齒笑,中級
g,grind,verb,磨(碎)、碾(碎),中級
g,grind,noun,令人厭倦的苦事,中級
g,grocery,noun,食品雜貨(店),中級
g,grown-up,noun,成人,中級
g,guarantee,verb/noun,保證、擔保,中級
g,guardian,noun,保護者、監護人,中級
g,guidance,noun,指導,中級
g,guilt,noun,罪行、內疚,中級
g,guilty,adj.,犯罪的、感到內咎的,中級
g,gulf,noun,海灣、隔閡,中級
g,gum,noun,樹脂、口香糖、牙齦,中級
h,habitual,adj.,慣常的,中級
h,hairdresser,noun,美髮師,中級
h,halfway,adv.,在中途、中途的,中級
h,hallway,noun,走廊,中級
h,halt,verb/noun,暫停；停止,中級
h,handbag,noun,手提包,中級
h,handful,noun,一把(的量),中級
h,handicap,noun,殘疾、阻礙,中級
h,handicap,verb,阻礙,中級
h,handwriting,noun,手寫、筆跡,中級
h,handy,adj.,方便的、便於使用的、靈巧的,中級
h,harbor,noun,港口,中級
h,harbor,verb,心懷、藏有,中級
h,harden,verb,變硬、變堅固,中級
h,hardship,noun,困苦,中級
h,hardware,noun,硬體,中級
h,hardworking,adj.,努力工作的,中級
h,harm,noun/verb,傷害,中級
h,harmful,adj.,有害的,中級
h,harmony,noun,和諧、一致,中級
h,harsh,adj.,殘酷的、嚴厲的、惡劣的,中級
h,harvest,noun/verb,收穫,中級
h,hassle,noun/verb,麻煩；(不斷)煩擾,中級
h,hasty,adj.,匆忙的、草率的,中級
h,hatch,verb,孵化、謀劃,中級
h,hatch,noun,（牆、地板等上的）開口、活板門,中級
h,hatred,noun,憎恨,中級
h,hawk,noun,隼、鷹,中級
h,hay,noun,乾草,中級
h,headline,noun,(報紙)頭條,中級
h,headline,verb,加標題,中級
h,headmaster,noun,(尤指私校)校長,中級
h,headphones,noun,耳機,中級
h,headquarters,noun,總部,中級
h,headsets,noun,耳機,中級
h,heal,verb,癒合、治療,中級
h,heap,noun,一堆、大量,中級
h,heap,verb,堆積、裝滿,中級
h,heartbreak,noun,心碎,中級
h,heaven,noun,天堂,中級
h,heavenly,adj,天的、天堂般的,中級
h,heel,noun,腳後跟、鞋後跟,中級
h,hell,noun,地獄,中級
h,helmet,noun,頭盔、安全帽,中級
h,hence,adv.,因此,中級
h,herd,noun/verb,牧群；放牧,中級
h,hesitate,verb,猶豫,中級
h,hesitation,noun,猶豫,中級
h,hidden,adj.,隱藏的,中級
h,highly,adv.,非常、高,中級
h,high-rise,adj./noun,（建築）高層的；高樓建築,中級
h,hijack,verb,劫持、劫機,中級
h,hijacker,noun,劫機者,中級
h,hiker,noun,遠足者、健行者,中級
h,hint,noun/verb,提示、暗示、建議,中級
h,historian,noun,歷史學家,中級
h,historic,adj.,歷史性的,中級
h,historical,adj.,歷史的,中級
h,hive,noun,蜂巢,中級
h,hollow,adj./noun,空(心)的、空洞的；洞、坑,中級
h,holy,adj.,神聖的,中級
h,homeland,noun,祖國,中級
h,honestly,adv.,誠實地、確實,中級
h,honeymoon,noun/verb,蜜月；度蜜月,中級
h,honor,noun/verb,榮譽、敬意；尊敬、表揚=honour(BritishEnglish),中級
h,honorable,adj.,值得尊敬的,中級
h,hook,noun/verb,(掛)鉤；鉤住,中級
h,hopeful,adj.,充滿希望的,中級
h,hopefully,adv.,抱希望地、但願,中級
h,horizon,noun,地平線、視野,中級
h,horn,noun,動物(角)、號角,中級
h,horrify,verb,驚嚇,中級
h,horror,noun,恐懼、驚恐,中級
h,hose,noun/verb,軟管、水管；用軟管噴水,中級
h,hostage,noun,人質,中級
h,hostel,noun,(青年)旅社,中級
h,hourly,adj./adv.,每小時的；每小時地,中級
h,household,noun/adj.,家庭；家庭的,中級
h,housekeeper,noun,管家,中級
h,housewife,noun,家庭主婦,中級
h,housework,noun,家事,中級
h,housing,noun,住宅,中級
h,hug,verb/noun,擁抱,中級
h,hum,verb/noun,哼(曲)；嗡嗡聲,中級
h,humanity,noun,人類、人性,中級
h,humidity,noun,溼度、潮濕,中級
h,hurricane,noun,颶風,中級
h,hush,verb/noun,使安靜；沉默,中級
h,hut,noun,(簡陋)小屋,中級
h,hydrogen,noun,氫,中級
i,iceberg,noun,冰山,中級
i,icy,adj.,結冰的、冰冷的,中級
i,ideal,adj./noun,理想的；理想,中級
i,identical,adj.,完全相同的,中級
i,identification,noun,身分證明、辨認,中級
i,identify,verb,確認、認出,中級
i,identity,noun,身分,中級
i,idiom,noun,成語、慣用語,中級
i,idle,adj./verb,閒置的、無所事事的；閒晃、虛度（光陰）,中級
i,idol,noun,偶像,中級
i,ignorance,noun,無知、愚昧,中級
i,ignorant,adj.,不知道的、無知的,中級
i,illness,noun,疾病,中級
i,illustrate,verb,說明、加插圖,中級
i,illustration,noun,插圖、圖示,中級
i,imaginable,adj.,可想像的,中級
i,imaginary,adj.,想像中的,中級
i,imagination,noun,想像(力),中級
i,imaginative,adj.,有想像力的,中級
i,imitate,verb,模仿,中級
i,imitation,noun,模仿,中級
i,immediate,adj.,立即的、當前的,中級
i,immediately,adv.,立即、直接地,中級
i,immigrant,noun,移民,中級
i,immigration,noun,移居(入境),中級
i,impact,noun/verb,衝擊；對…產生影響,中級
i,imperial,adj.,帝國的,中級
i,impersonal,adj.,無人情味的、客觀的,中級
i,implement,verb,實施,中級
i,implication,noun,暗指、可能的影響,中級
i,imply,verb,暗指、說明,中級
i,impose,verb,強加、徵(稅),中級
i,impress,verb,留下深刻印象,中級
i,impression,noun,印象,中級
i,impressive,adj.,令人印象深刻的,中級
i,improvement,noun,改善,中級
i,incident,noun,(尤指不好的)事件,中級
i,increasingly,adv.,漸增地,中級
i,incredible,adj.,難以置信的、極好的,中級
i,indeed,adv.,的確,中級
i,independence,noun,獨立,中級
I,India,noun,印度,中級
i,indication,noun,指示、跡象,中級
